0;1;2;3;4;5;6;7;8;9
101011010010000100;000011010100101101;010110001111010001;011001011011100011;101100100011001001;100000000000001010;000000010000000100;000000100000000100;100000000001000001;111010110000100010
011010101011011111;101100000111000011;001000010001010010;000000010000000001;000000001000001000;000000001000000100;010000110101011001;100010000001001010;000100000010000000;100000000001000001
001101111001101101;110010001111110100;001010100101010010;000000001000010000;101000000000000001;100000001000000000;110000011010000001;100000100011000001;000010100000000000;100000001000001001
110010100001110100;100011011101110010;000000000000010010;000000000000100010;101000000001000100;000001001000000000;011100101010000010;100001000000000001;010011000001010110;001010011010000000
101100001110101111;011101110000111001;111111110111011101;111001010100010001;110101001001001010;101001001001101010;100000001001000000;100000000001000001;100100001000000000;100010010000010000
000100110110001011;000000000100000010;000001000000000001;000001000000000000;000110000000000000;100000010000010000;100001010010000011;000000010000000001;100000010000100000;000000100100000110
110011000110010001;111001110111100100;000101011000100110;001001000001000000;011000001100010010;110001010001100000;000001000100000000;000000000001000100;111010110000000000;100010010110000110
010010001100000101;100000001000000001;010000001000100000;101001010000001010;100100000010100001;101001000001010000;010000100000000000;100000000000100001;000000100000000100;000000010001001000
111110001001001010;100000000010000010;100011101000000000;101110011111101111;100101000010011000;000100100001000000;000010010100000000;000010001000000000;100100000000000001;100000001000000001
101101011101111110;010001110111100111;000000001100000000;110000000001000100;000000011000000000;000000000000001001;000010000001000010;010001100000010101;000000000000010010;000000000000100001
101111101111001101;100001001000011101;110000001000000010;010000001000000011;101000010000000100;000000010000001000;100011001000010000;001000001001100000;000000000000001100;000100010111010001
011010001111111001;110001010011100010;110100110011110100;000000011010000100;100000100001000000;100010000000000001;000110001001000010;000001001100001000;100000001000000010;100001000000000100
101101011000011010;001000001000111100;000000001000100000;110000000010001100;010100110100010000;000000101000100000;100101111000010011;000000010000111000;101100000001000001;000100001000000000
011001000001100001;010011000111010011;010011010000010000;100000000010000010;000100010111100011;010011100000000000;000000100000100000;100000001000000010;101000100000000000;000000101011000000
010111010001110111;010110001000001011;101001101011101110;100000000010000001;010000000000111011;000100001000000101;100001100000001111;100000110100000010;100000010000000000;011100001010010001
101000001100101111;100100001000000000;100000000000010011;101000010000000000;000001100110000011;100000101001011100;100000000000100001;000000001101100001;100000001000010000;100010000000100100
001010100011010111;000000010000000100;010111110101100111;100100010100000100;010000000000000001;100001000000000001;101100010000000010;100111001000000000;000010100001000001;110000100000101011
111111111110101001;110101100110100011;100100001000000000;110000000010000101;100011100001000001;000010110101100000;000001000000000100;010100000000000010;100100000000000001;010000000000000001
010100101100010110;100000011000000000;000000000001000001;101000000000011001;000100010000000000;000010011010001011;101001011000100100;000000000000000011;000011001001010000;000010000000000010
111111000111110101;000000100100000000;110000000000000011;100100001010010010;000100010000000000;000000001000000001;100000001000010000;110110000010010001;000000000000010001;101101010000000010
110011011011011101;101000011000111100;100001001000011101;000100100101000110;000001000000100000;000100000001001010;001110010001110000;100000010000011000;111000000000110110;110100100100000101
010110011100111111;111010100101110101;100100101010010110;100000010010001010;010000010010000010;110000010010010000;100000000010000001;000000000101000100;100000100000101000;111010110100000000
011100001101101011;110110000100001100;010000100001000010;010110100101011110;000001000000000001;000001001000000000;100000001000001110;100100100000000000;100000000000010001;010000101000000101
011111000110010110;100000000000000110;100110100111011001;000000000000001010;111010110000100011;100000000000000001;101011100000010000;100000010000000000;001001110000010011;000001010000000000
000101001110001000;000101111100001001;111001110001010001;111100010000000010;100000001000110001;100000010000000100;100000110010010111;110001010010000010;000000001000001011;110000000000000100
000110111111010001;100000010000100000;000000100000100000;010101100110000010;001000010000000010;100000001000000001;110100010000000100;100100000000000001;000000000111010001;100000001101000000
010001110100100101;111101101001111011;001111111000110001;010000001001001001;000001000000000000;000000001101010000;000000000000001100;000010100010000010;000010000001001001;000000000000000101
110100110001010110;010101001100010011;000000000000001000;000000100100000000;000111000001100001;100000000010000010;101000011000010000;100001000000010011;100000001000000010;100000011100000001
110000111011001011;010111100000010110;001001000010000010;000000100110000001;001010001000111010;010000000000010000;101000001000100000;100100010110001000;110000001000001100;000101001000000110
011101000011110001;010011000111101111;010100100011000111;110000001000000000;100001001000000000;000001010101100000;000000001001000000;000100000000000001;001000000110100001;100000000000100100
001110010110000101;011111000010001100;100001100101101110;001110100111010001;100000001000100000;100000010000100000;101001000101000001;100101011000010000;010101110001010010;000001110000000100
101101101110110110;011000110110010100;100000000000000100;100111001010001010;100000000010010010;101000100001000010;000001011111000000;010010011000000001;110000100101000000;000010001010000000
000011100110100110;111001011111000100;010000000000110001;110000001000000000;000010001000000000;100000000000001010;100000000100000001;011101010100000000;110010110011010000;100000001100000011
001010000100011110;011010111100101101;001000001000001000;011000001000000000;100010000000000000;100000000010010010;000010000000010000;101010000010100010;101010001000000000;100000010000000110
000000110001111010;001000000000000100;011101110000000000;100001001010010010;100000101100000100;010000010000010010;100000100000000001;100001000010001110;100000010000001100;100000101000000000
010100000001110110;000010000000000100;000101111110100100;100000000001000001;100000000000101000;000010001000110010;100100001100000001;100000000010010101;000100010111010000;000000000000001001
110100001000001000;001000011100101000;110001001001001111;100100101001100010;000010011010011100;001101001000010010;000001010100100000;100000000000010001;000000001001011000;000000000000010100
100000010110110101;000100111011110101;100000001000100000;000101100000000100;000000001000100000;000100000000000001;101000001000000001;100000001000000010;110000100010010011;000000011000000000
010100101001111111;100000010100000000;101000000000000001;100000000000001001;000000100000101100;011011110110000001;001000001100001000;100000010000000010;010000010000010001;100000000000000101
100110000100110110;100001001000000000;100000010000010000;000000000001000100;101100001000000000;010001000100000100;000000001100000000;000000000000000111;000011100000100100;100100000101000110
001111111101111111;010111001001010110;000101010111000001;100000010000010010;000000101000000000;110000001000000000;101000001000000100;000000000000000110;100100110100011100;100001010000011011
011100001010001000;000000000000010001;100000000000100010;001000001000000000;100000001000000010;100010100000100001;000000000000001010;000000100001000000;001000001000000000;000001010100000100
101010100101111000;000011110001101001;001100100110010011;111000010000100000;011011001101010000;100000000001001001;010000000000000010;100001010100000001;000100001000000000;010000011110100000
011101000001111101;111010001001011001;100000000000000101;100000111110100000;100000000000000010;110100001010000000;000000010000000000;100010000000000010;001000100001000001;100011000000000010
100010101000001101;000111001110100011;001000000001110101;100000100000000100;000000000000001001;100000010100001000;100000010100110000;000000010100000000;001000001000001010;011000000000000000
001110100110101111;111101000111101000;101001111111001110;101000000000000010;001011000001100000;000000000000000001;101000010010100000;001101001000100110;110000110000010010;000000010000000100
100110100100111100;100000000000010001;110000101111111010;011100010101010011;000110010101000100;001110011001010001;100000011000000000;100000000000000001;100000101000100000;000001000000101011
100111101000101111;101111001001010110;001100110100110110;100101000000001010;100000000010000100;000000001000000010;100000011000100100;100000100000100000;100000100000000000;010001000000000010
010100001010011010;110010110100100101;011111010110100110;100000000000100010;110001000000000011;010001100000001000;000010000000000100;100011000000001000;100000001000110100;100000011111011000
100010110110010110;011110010010110011;000010100000000000;001010001000000100;100101000011000000;111110001110101000;000000000001100001;000000001000000100;001010000001001001;011100000000100000
010101001101110101;000001001000000000;011110111100000001;000101100000010000;000001000000000010;100010010011000110;100000001001000000;100000000001000010;000000001000010000;100010110001000000
001011000111100100;110001101010100110;100000000000001010;001000000000000001;100000001100000000;010000010111000000;000000000001000001;100010000110000001;000000000000110100;100000000000100100
000101101101010010;000010100000000000;100000010110101111;010100100001010001;100010010100000010;001011010001110000;100000010100011010;000000001101101000;110000101000000111;100000000010010100
101011111110001001;000000001000000010;011100010100111101;000000001011000110;100110000000000000;000000000100000001;000010000001100010;100000000000001000;100000100100111100;101010000001001000
000101111001001010;111111001011010001;100000000000010010;111111110111001010;000111010001000100;100001000110100001;000010101000000110;011010010000100010;100000000110010010;010000010000000000
001100000111010100;001110011110000100;100011001001000000;000000000000000001;100100001110000000;100101000000010000;010100001001000000;101000001000000000;010000100100100000;010000000000000100
010000000111110101;000011101100001100;000000000010100000;000000011000001000;000100000101110010;101100000111011110;100001110011000101;000010101000001100;011001010001000100;100010001000000000
000100011000111010;100011011101001001;000000000010000001;101000001100000001;100000100000000001;100000000000100100;001000100000010100;100010000000010100;100000001000000001;000001000010010001
011000000100000110;000000001010000000;111010011101100101;101010000001011011;100101100000100100;000100011000110111;000000101000001001;011100001000010100;000000001100000000;111011010100110000
001101110111101101;011110011000111010;100100000000000000;100000000010000010;001001100001000100;100001001110000001;000000010001000000;110000000000000010;000000001000001110;000010010001001011
111000111000110000;000000001000000001;100000010001000000;100100001110101011;000001000001000011;100000010001001001;100101001000000000;000000000000100001;000000000010000001;100000101000000000
100000000010001101;000111000111110001;000000010010000011;000000010000100000;100100100100010000;100000000001000010;001000010000000000;100000010000000001;000000000000000011;100000001101000001
000000110010010000;101001010100110010;000000000000001100;010000100101000001;100010000000000010;100000001100000000;011000110000110000;100000100000100000;001010001101000000;100000001000010000
101010100101110010;011110110101101001;100000000100001010;000000001001010000;101000101100000000;000010100000000000;100000011000000000;000100000000000001;000100000000100100;000000010000100000
011100100110111101;100000001000000100;001011010111011011;000000000000000100;000110000010001100;000001010000001100;101100101000110100;100001010000100111;000000010010001101;000100010001000100
010000111110011110;001101001010000011;100000001010000000;100000000100000001;011010100010001111;100000001100000000;000100100010100000;000010001000000000;000001000000000101;110010101100010100
010011101011110101;101010010010000110;000000000011101111;000010110000001011;000010000000000101;100000000100000001;000011000000101000;100000001000000000;100100101000100000;100001010000001011
010110000010110001;101101110010100011;101000000101001000;100000001000000010;001001001000011100;000000001010100000;000001001000000000;000000101000000000;000100000000000100;001000000000001001
100100111000101001;011110001011100010;000100010000000000;000000000000001001;000001000000000001;100000010000010011;100010000000001000;000010001000000000;100000000000000110;010001001110101000
111101111001011010;010101001011110100;101010001000100000;100000000000100010;010000010000000000;110001110000100001;100010001001001100;000000010010000000;100000000100000001;001000000000110010
